file,label,entropy,brightness_mean,brightness_std,skewness_brightness,kurtosis_brightness,laplacian_variance,gradient_mean,gradient_variance,edge_density,hf_energy_ratio,spectral_slope,spectral_flatness,fft_phase_entropy,freq_lf,freq_mf,freq_hf,dct_energy_ratio,jpeg_artifact_score,stripe_score,lbp_entropy,glcm_contrast,glcm_homogeneity,glcm_energy,noise_entropy,residual_std,noise_variance_patch_std,saturation_mean,hue_entropy,rgb_channel_corr,colorfulness,gray_world_error,compression_ratio,metadata_flag,exif_present,orig_width,orig_height,orig_aspect,file_size_kb,file_bpp
dataset\real_512\000000006723.png,0,7.488475,0.592196,0.251947,0.026513,-1.372167,946.904355,81.140026,15555.235696,0.10408,0.011463,4.343798,0.000559,7.993258,0.972686,0.021956,0.005359,0.000105,0.992619,0.032005,6.434359,1.442662,0.819031,0.056982,5.027723,0.040183,0.001708,0.162845,6.272591,0.968109,29.225891,0.047924,0.75209,1.0,0.0,512.0,512.0,1.0,419.825195,1.639942
dataset\real_512\000000006763.png,0,7.10477,0.267514,0.199907,1.617836,2.94623,402.628465,52.904056,6565.753565,0.060158,0.018413,4.129835,0.001176,7.993161,0.960657,0.030852,0.008491,0.000155,1.017958,0.011899,6.332502,0.599969,0.848098,0.094978,4.550746,0.02614,0.001012,0.461513,6.25142,0.887057,38.736252,0.100467,0.758976,1.0,0.0,512.0,512.0,1.0,388.013672,1.515678
dataset\real_512\000000006818.png,0,7.492709,0.551588,0.20655,-0.784125,-0.132644,378.507566,37.668956,3835.178105,0.041538,0.003781,3.530774,0.000556,7.992399,0.992037,0.005785,0.002177,2.1e-05,0.998719,0.025856,6.381337,0.342233,0.904293,0.075262,4.619697,0.022685,0.000581,0.285736,3.583342,0.981086,29.371469,0.159207,0.678543,1.0,0.0,512.0,512.0,1.0,344.901367,1.347271
dataset\real_512\000000006894.png,0,7.589903,0.509179,0.229671,-0.003332,-0.406882,2259.413803,67.050717,8015.934334,0.104118,0.013007,2.626634,0.004057,7.993701,0.978812,0.011797,0.009391,0.00103,1.004301,0.030781,6.734302,0.58511,0.833973,0.051408,5.030836,0.045965,0.003536,0.152258,6.22747,0.949986,26.994668,0.021514,0.825794,1.0,0.0,512.0,512.0,1.0,460.071289,1.797153
dataset\real_512\000000006954.png,0,7.483016,0.57325,0.270462,0.145374,-1.071687,3324.012368,115.559059,14810.014727,0.215313,0.018981,2.876393,0.005296,7.993572,0.967233,0.020572,0.012195,0.000813,1.000209,0.026075,6.515845,1.403048,0.731705,0.041232,5.699969,0.060412,0.002721,0.262397,6.195668,0.905998,48.806903,0.094025,0.858345,1.0,0.0,512.0,512.0,1.0,532.241211,2.079067
dataset\real_512\000000007088.png,0,7.938298,0.491014,0.28928,0.184794,-1.153817,2438.604089,106.380421,9571.182336,0.228096,0.016936,2.814935,0.00499,7.993774,0.969688,0.019868,0.010443,0.001546,0.997659,0.045343,6.908606,1.059222,0.756225,0.027017,5.862956,0.051224,0.001568,0.205764,6.751902,0.944403,36.508359,0.027519,0.928154,1.0,0.0,512.0,512.0,1.0,565.783203,2.210091
dataset\real_512\000000007108.png,0,7.597494,0.381485,0.23185,0.733253,0.166031,739.503832,52.774296,3648.010695,0.077068,0.009467,3.176974,0.0023,7.993518,0.981254,0.012708,0.006038,0.001565,1.016387,0.031355,6.639415,0.474433,0.841066,0.047474,5.127876,0.027982,0.001137,0.450556,3.831416,0.943182,38.807049,0.164236,0.796158,1.0,0.0,512.0,512.0,1.0,432.363281,1.688919
dataset\real_512\000000007278.png,0,7.227898,0.511353,0.165841,-0.094601,-0.363566,3939.927236,85.846709,8740.966195,0.154995,0.018352,2.191204,0.007724,7.993747,0.973228,0.0118,0.014971,0.004159,0.983837,0.015186,6.941736,0.50121,0.827225,0.072673,5.807109,0.058207,0.003382,0.142288,6.630179,0.955651,22.752685,0.058294,0.836792,1.0,0.0,512.0,512.0,1.0,583.526367,2.2794
dataset\real_512\000000007386.png,0,7.675536,0.344644,0.250711,0.609486,-0.466598,1283.337177,100.401389,15890.88806,0.153324,0.029382,3.948539,0.002883,7.993664,0.929075,0.056799,0.014125,5.3e-05,1.014355,0.014049,6.442274,1.668474,0.767378,0.0457,5.399742,0.044391,0.001959,0.342223,6.508569,0.946114,32.150193,0.058694,0.83952,1.0,0.0,512.0,512.0,1.0,479.286133,1.872211
dataset\real_512\000000007281.png,0,7.038953,0.596053,0.166004,-1.127764,0.784949,465.792307,52.781212,5212.647479,0.101536,0.004792,4.035564,0.000371,7.993122,0.990148,0.007343,0.002509,1.5e-05,0.996198,0.01719,6.306895,0.480025,0.876001,0.125312,4.821727,0.026383,0.000802,0.210032,4.877312,0.881947,38.492512,0.0839,0.639908,1.0,0.0,512.0,512.0,1.0,380.87207,1.487782
dataset\real_512\000000007511.png,0,7.245616,0.599241,0.223835,-1.291236,0.701551,2768.831508,65.556038,9403.615589,0.100594,0.010347,2.482427,0.004376,7.993586,0.984151,0.008081,0.007767,0.002465,0.983831,0.030919,6.646516,0.579442,0.876748,0.105314,4.691488,0.050071,0.00318,0.273229,5.145386,0.874095,54.044696,0.099359,0.697166,1.0,0.0,512.0,512.0,1.0,463.754883,1.811543
dataset\real_512\000000007574.png,0,7.798333,0.410847,0.23976,0.296239,-0.832367,1184.659946,67.275982,13613.084198,0.088394,0.018271,3.430075,0.002418,7.99363,0.960261,0.029934,0.009805,0.000552,0.988639,0.020765,6.643242,0.917356,0.850037,0.046494,4.685649,0.041026,0.001759,0.339512,5.348688,0.878803,48.638541,0.129207,0.817997,1.0,0.0,512.0,512.0,1.0,396.332031,1.548172
dataset\real_512\000000007795.png,0,7.82866,0.519263,0.248867,-0.096058,-1.067078,1088.282837,70.546404,10894.529134,0.099411,0.010813,3.539226,0.001409,7.993643,0.979051,0.014455,0.006494,0.000132,1.002895,0.018818,6.291994,0.707384,0.85155,0.046275,5.062997,0.039239,0.001841,0.207823,5.600391,0.955731,29.944381,0.090771,0.773655,1.0,0.0,512.0,512.0,1.0,388.638672,1.51812
dataset\real_512\000000007784.png,0,5.465432,0.485261,0.105641,1.042439,6.492861,432.136776,23.963542,6651.151958,0.024689,0.006534,3.66043,0.000546,7.993742,0.985375,0.011573,0.003052,0.000195,0.996818,0.001823,5.527854,0.440916,0.94495,0.340249,2.563638,0.024732,0.001899,0.519241,2.800731,0.462755,84.996148,0.297573,0.429653,1.0,0.0,512.0,512.0,1.0,232.426758,0.907917
dataset\real_512\000000007818.png,0,7.004521,0.270198,0.276358,0.787325,-0.784759,319.536337,33.640576,5539.128003,0.031315,0.008337,3.860539,0.001041,7.993744,0.977564,0.01837,0.004066,0.000467,1.011762,0.057452,5.78692,0.404029,0.921774,0.165219,3.100305,0.021697,0.001281,0.394516,6.104566,0.97296,22.325429,0.013343,0.542683,1.0,0.0,512.0,512.0,1.0,268.640625,1.049377
dataset\real_512\000000007888.png,0,6.409546,0.745355,0.210782,-1.832207,2.222277,410.041334,26.847734,3314.696899,0.019371,0.001593,2.940379,0.00036,7.993492,0.996199,0.002818,0.000983,0.000582,0.984341,0.021584,6.805182,0.378355,0.916387,0.151197,4.021067,0.020855,0.000773,0.0,-0.0,1.0,0.0,0.0,0.618507,1.0,0.0,512.0,512.0,1.0,186.896484,0.730064
dataset\real_512\000000007816.png,0,7.413048,0.497063,0.200572,0.072209,0.653944,782.840513,74.825175,11396.414797,0.075882,0.011643,3.806973,0.001235,7.993753,0.970201,0.024599,0.0052,0.000222,1.013679,0.005121,6.245432,1.08318,0.828027,0.081776,4.681596,0.034768,0.001968,0.310731,6.066369,0.881031,42.406924,0.145194,0.812088,1.0,0.0,512.0,512.0,1.0,430.574219,1.681931
dataset\real_512\000000007977.png,0,7.3788,0.603434,0.258692,-0.724753,-0.985714,1442.497791,64.74625,8459.085093,0.096649,0.007955,3.049774,0.001905,7.993599,0.986613,0.008241,0.005146,0.00018,0.987335,0.049706,6.923557,0.673453,0.857841,0.087505,5.066188,0.040388,0.002326,0.131715,6.459615,0.983309,19.840069,0.031672,0.780548,1.0,0.0,512.0,512.0,1.0,465.864258,1.819782
dataset\real_512\000000008021.png,0,7.12164,0.323566,0.219597,-0.11607,-1.289172,398.904103,36.716668,5100.449318,0.029148,0.008824,3.237196,0.001838,7.993717,0.977087,0.018781,0.004131,0.000162,1.016063,0.025992,6.958391,0.411305,0.912714,0.114528,4.283381,0.022483,0.001243,0.562836,5.745163,0.691855,72.375035,0.102429,0.736172,1.0,0.0,512.0,512.0,1.0,409.746094,1.600571
dataset\real_512\000000007991.png,0,7.778327,0.416324,0.243553,0.535977,-0.238376,329.059354,60.387318,6122.388149,0.076057,0.006744,4.366852,0.000471,7.99339,0.977325,0.019562,0.003113,5.9e-05,0.987758,0.013423,6.413375,0.696691,0.830811,0.043526,5.027712,0.022913,0.000534,0.457243,5.794911,0.696585,89.751178,0.259144,0.827579,1.0,0.0,512.0,512.0,1.0,440.899414,1.722263
dataset\real_512\000000008211.png,0,7.850537,0.455065,0.249638,0.031813,-0.912955,3195.953371,109.774787,21857.705456,0.150295,0.030618,3.03149,0.006757,7.993709,0.939913,0.040641,0.019447,0.001694,1.010411,0.017378,6.766766,1.469271,0.798943,0.038201,5.496737,0.062816,0.003563,0.274228,6.321387,0.869177,46.849375,0.036116,0.870422,1.0,0.0,512.0,512.0,1.0,518.489258,2.025349
dataset\real_512\000000008277.png,0,7.537236,0.455261,0.229575,-0.558101,-0.66161,1063.888177,66.495514,6099.310141,0.104733,0.009387,2.857628,0.00298,7.993772,0.978941,0.01563,0.00543,0.00086,0.93629,0.021066,6.924673,0.693551,0.805874,0.050685,5.003076,0.033719,0.000909,0.473171,4.634101,0.909976,47.704244,0.222625,0.873184,1.0,0.0,512.0,512.0,1.0,480.808594,1.878159
dataset\real_512\000000008532.png,0,7.681891,0.469518,0.274393,0.169413,-1.375289,334.43313,35.590816,3475.431175,0.041088,0.003379,3.550556,0.000657,7.993619,0.991522,0.006513,0.001965,5.7e-05,0.997888,0.04474,6.158051,0.376639,0.892671,0.055633,3.631171,0.020232,0.000824,0.268963,6.411751,0.935453,38.616016,0.067604,0.656021,1.0,0.0,512.0,512.0,1.0,338.610352,1.322697
dataset\real_512\000000008629.png,0,7.479388,0.663081,0.252978,-0.371929,-0.73132,726.011524,71.946425,10160.956077,0.101284,0.005002,3.518716,0.000568,7.993625,0.983915,0.013746,0.002338,3.1e-05,0.905831,0.026826,6.158055,0.86515,0.815558,0.047832,4.790354,0.032567,0.001107,0.562118,4.537826,0.816671,96.080532,0.394076,0.754677,1.0,0.0,512.0,512.0,1.0,391.726562,1.530182
dataset\real_512\000000008690.png,0,7.504622,0.61252,0.30661,-0.361867,-1.095144,1061.931151,66.464541,7262.354574,0.119366,0.006465,3.224219,0.001407,7.993734,0.986164,0.009911,0.003925,0.000484,1.006524,0.054191,6.489401,0.835677,0.812364,0.041656,5.174502,0.035453,0.00119,0.209008,6.42299,0.917715,45.398132,0.042402,0.807255,1.0,0.0,512.0,512.0,1.0,453.755859,1.772484
dataset\real_512\000000008762.png,0,6.433815,0.169447,0.144881,0.933154,1.074272,196.076197,18.956746,3030.129783,0.017838,0.013964,3.609337,0.001946,7.993575,0.966109,0.02658,0.007311,2.3e-05,0.96538,0.015819,5.977942,0.141437,0.96778,0.197371,2.675485,0.016755,0.00088,0.458949,5.809542,0.905541,21.057548,0.007694,0.439171,1.0,0.0,512.0,512.0,1.0,259.585938,1.014008
dataset\real_512\000000008899.png,0,7.727899,0.402232,0.230061,0.100965,-0.95299,3173.728773,126.84908,17516.864412,0.195,0.046607,2.67349,0.007218,7.993698,0.931974,0.0475,0.020526,0.003091,0.988446,0.027074,6.501718,0.897442,0.818985,0.042679,5.88024,0.062377,0.002794,0.265589,6.557077,0.924698,35.777412,0.051754,0.873272,1.0,0.0,512.0,512.0,1.0,515.848633,2.015034
dataset\real_512\000000009378.png,0,7.228278,0.268228,0.276537,1.353562,0.747934,438.85109,55.796091,10386.909894,0.050587,0.014495,4.324709,0.000916,7.993681,0.956317,0.037507,0.006177,2.2e-05,0.989366,0.035743,6.579071,0.617448,0.87972,0.101433,4.954725,0.027428,0.000845,0.499595,5.389917,0.938589,42.323897,0.125982,0.756779,1.0,0.0,512.0,512.0,1.0,402.679688,1.572968
dataset\real_512\000000008844.png,0,7.785301,0.447798,0.238018,0.014505,-1.098758,566.820915,43.413385,4623.24095,0.03685,0.005414,3.415836,0.001361,7.993731,0.986638,0.009907,0.003455,0.000159,1.004985,0.015665,5.877177,0.494041,0.867611,0.049155,3.247839,0.024934,0.001963,0.460535,5.149264,0.87295,54.38267,0.236981,0.702484,1.0,0.0,512.0,512.0,1.0,338.582031,1.322586
dataset\real_512\000000009400.png,0,6.487426,0.242768,0.280278,1.873935,2.50348,456.731168,41.972015,6125.083893,0.04895,0.01208,3.508203,0.001915,7.993685,0.971316,0.022776,0.005908,0.000894,0.972403,0.032234,6.35738,0.497901,0.894032,0.130932,3.898131,0.025194,0.001052,0.439034,5.456713,0.939,39.614104,0.094117,0.66785,1.0,0.0,512.0,512.0,1.0,378.271484,1.477623
dataset\real_512\000000009448.png,0,7.47827,0.413971,0.246029,0.760739,-0.580928,6209.603897,104.133427,17970.806326,0.168652,0.041625,2.330523,0.015961,7.993356,0.945411,0.022296,0.032293,0.006607,0.99522,0.029888,6.912573,1.058257,0.794384,0.087026,5.33034,0.076165,0.006433,0.663737,5.099406,0.528098,115.135979,0.277335,0.826492,1.0,0.0,512.0,512.0,1.0,554.259766,2.165077
dataset\real_512\000000009483.png,0,7.433033,0.354662,0.222077,0.346539,-1.169466,341.416093,37.703704,3288.97636,0.047077,0.006679,3.294729,0.001269,7.993521,0.983943,0.012468,0.003589,0.000214,1.0121,0.027274,6.776928,0.346477,0.900605,0.073278,4.289275,0.020235,0.000674,0.264709,7.027296,0.944058,25.499404,0.022509,0.76683,1.0,0.0,512.0,512.0,1.0,442.085938,1.726898
dataset\real_512\000000009590.png,0,7.348423,0.294296,0.296401,1.244608,0.349087,782.62646,68.22554,12525.943218,0.086296,0.019906,3.991047,0.001627,7.993679,0.950061,0.040805,0.009135,0.000112,1.004705,0.039043,6.351509,0.9714,0.827218,0.078241,4.475628,0.035599,0.001837,0.335008,6.057278,0.96438,28.202731,0.02995,0.76545,1.0,0.0,512.0,512.0,1.0,393.474609,1.53701
dataset\real_512\000000009769.png,0,7.896359,0.439891,0.264428,0.434722,-0.84626,2514.962564,119.514797,18642.4648,0.179184,0.029136,3.220365,0.005739,7.993332,0.938599,0.045557,0.015845,0.000584,0.99927,0.014416,6.831837,1.671584,0.750221,0.029253,5.857706,0.056785,0.003414,0.215778,7.111472,0.963472,27.864832,0.037265,0.925129,1.0,0.0,512.0,512.0,1.0,575.540039,2.248203
dataset\real_512\000000009772.png,0,7.717538,0.429779,0.228849,0.462333,-0.26549,1379.800167,63.672589,10945.265835,0.093513,0.015994,3.056213,0.003268,7.993681,0.966548,0.023829,0.009623,0.002071,0.97061,0.02174,6.603382,0.725398,0.851712,0.051009,4.576853,0.041293,0.002532,0.742524,4.453297,0.873468,62.885579,0.374614,0.779667,1.0,0.0,512.0,512.0,1.0,429.043945,1.675953
dataset\real_512\000000009891.png,0,7.68204,0.415095,0.253107,0.730204,-0.371067,1271.938933,72.654435,11248.030088,0.100788,0.016198,3.218459,0.003071,7.993539,0.966369,0.024537,0.009094,0.000238,0.976036,0.032628,6.63432,0.756219,0.842283,0.047865,4.987561,0.040679,0.001993,0.194166,6.502409,0.973392,23.682786,0.054236,0.812572,1.0,0.0,512.0,512.0,1.0,471.575195,1.842091
dataset\real_512\000000009914.png,0,7.663603,0.374716,0.214024,0.257502,-0.818162,1255.912814,68.917299,6706.627927,0.11359,0.01453,2.938637,0.004558,7.993784,0.966894,0.024057,0.009049,0.00052,0.994438,0.016025,6.919397,0.742724,0.802822,0.041472,5.09881,0.035972,0.000951,0.570868,5.568649,0.788669,61.646662,0.206368,0.908875,1.0,0.0,512.0,512.0,1.0,519.647461,2.029873
dataset\real_512\000000010363.png,0,6.971597,0.250569,0.148217,1.011616,1.044977,746.821914,61.979083,6738.546431,0.106361,0.029817,3.858442,0.002574,7.993652,0.945345,0.036863,0.017792,0.000812,0.998672,0.008303,6.594613,0.506924,0.866462,0.107611,4.940691,0.032619,0.001168,0.269709,6.212943,0.926068,22.84292,0.044245,0.757336,1.0,0.0,512.0,512.0,1.0,438.724609,1.713768
dataset\real_512\000000010092.png,0,7.726259,0.435596,0.234346,0.619309,-0.444319,304.511423,56.608982,5286.209579,0.081425,0.007979,4.113331,0.000375,7.993721,0.978133,0.018321,0.003547,1.6e-05,0.996449,0.025024,6.274577,0.7231,0.829013,0.044851,4.981686,0.022895,0.00065,0.369913,6.343066,0.877636,51.008688,0.130134,0.798058,1.0,0.0,512.0,512.0,1.0,378.522461,1.478603
dataset\real_512\000000010583.png,0,7.846345,0.556262,0.288119,-0.2294,-1.328081,2778.993789,124.689396,26926.598366,0.162182,0.028152,2.985841,0.003728,7.993646,0.953189,0.033442,0.013369,0.001239,1.008739,0.014678,6.771859,2.235294,0.738055,0.029803,5.569234,0.063097,0.005396,0.30681,6.918549,0.904201,50.50863,0.113139,0.905003,1.0,0.0,512.0,512.0,1.0,510.363281,1.993607
dataset\real_512\000000010707.png,0,7.739182,0.427057,0.312774,0.357492,-1.362784,927.500278,57.844858,10776.890108,0.077415,0.012132,3.398509,0.001465,7.993623,0.975151,0.016429,0.00842,0.000303,0.987103,0.05743,6.487434,0.760218,0.860431,0.050457,4.372879,0.036881,0.003531,0.649225,5.196142,0.887421,83.356486,0.353687,0.769371,1.0,0.0,512.0,512.0,1.0,408.480469,1.595627
dataset\real_512\000000010764.png,0,6.99509,0.321426,0.168034,0.74196,1.557815,1377.733972,65.45348,11810.421817,0.078331,0.028445,3.208016,0.005684,7.993805,0.941212,0.042048,0.01674,0.001943,1.02187,0.004636,6.654901,0.640855,0.87699,0.131474,4.632625,0.041162,0.002426,0.484553,5.755798,0.801822,47.915623,0.174157,0.726208,1.0,0.0,512.0,512.0,1.0,441.540039,1.724766
dataset\real_512\000000010977.png,0,6.900642,0.696543,0.230177,-0.356441,-0.784376,136.027854,32.153173,3895.961322,0.034756,0.001476,4.495743,4.3e-05,7.993624,0.995091,0.004342,0.000567,3e-06,0.996424,0.039291,5.061024,0.297442,0.916381,0.080155,3.976821,0.016048,0.000391,0.278443,5.050304,0.896817,57.935583,0.159565,0.492256,1.0,0.0,512.0,512.0,1.0,218.439453,0.853279
dataset\real_512\000000010995.png,0,6.748599,0.292668,0.328877,1.198949,0.095427,746.620267,39.961312,7875.221002,0.039089,0.010865,3.291341,0.001573,7.992322,0.974381,0.0184,0.007219,0.000429,0.984,0.053397,5.755936,0.843842,0.907929,0.15551,3.951945,0.03098,0.001863,0.389387,5.465024,0.986294,21.485412,0.049564,0.592609,1.0,0.0,512.0,512.0,1.0,301.033203,1.175911
dataset\real_512\000000011051.png,0,7.06405,0.349002,0.268175,0.134236,-1.451526,344.119403,34.876925,5112.011156,0.041538,0.007744,3.451382,0.00123,7.993454,0.979135,0.016856,0.004009,0.000123,0.989022,0.030604,6.162775,0.560677,0.883284,0.099238,3.529626,0.021406,0.001018,0.48284,4.516058,0.947488,51.787169,0.20167,0.619278,1.0,0.0,512.0,512.0,1.0,310.040039,1.211094
dataset\real_512\000000011122.png,0,7.607845,0.442167,0.260079,0.738333,-0.292303,11873.274628,162.844223,19866.310369,0.285439,0.06093,2.061951,0.019503,7.993759,0.916606,0.036398,0.046996,0.022667,1.005425,0.025333,6.855763,1.930974,0.661551,0.027724,6.437727,0.097787,0.006382,0.282268,6.809386,0.946599,33.647054,0.084026,0.904469,1.0,0.0,512.0,512.0,1.0,645.376953,2.521004
dataset\real_512\000000011149.png,0,7.676048,0.484046,0.20603,0.105142,-0.591741,2005.319831,121.920366,13897.852559,0.223499,0.025428,3.75556,0.002574,7.993657,0.952394,0.033382,0.014224,0.001285,0.993988,0.009117,6.697841,1.568566,0.709241,0.033153,5.937072,0.053296,0.002521,0.247043,6.30521,0.909512,36.468015,0.063812,0.911884,1.0,0.0,512.0,512.0,1.0,552.389648,2.157772
dataset\real_512\000000011197.png,0,7.410577,0.371383,0.228425,-0.110742,-1.354206,1017.060173,68.391046,11050.026506,0.086945,0.019592,3.535686,0.002181,7.993611,0.962648,0.026034,0.011318,0.00067,1.003951,0.024847,6.54377,0.765227,0.865124,0.075559,4.836691,0.038859,0.002114,0.203581,6.583034,0.96246,22.430745,0.017239,0.78796,1.0,0.0,512.0,512.0,1.0,428.40625,1.673462
dataset\real_512\000000011511.png,0,7.371372,0.341843,0.314064,0.617096,-0.930572,2293.110075,87.849745,12237.073879,0.156754,0.024082,2.939904,0.00687,7.99372,0.957133,0.027616,0.015252,0.00192,1.021223,0.045,6.475471,1.028615,0.80759,0.078009,5.258269,0.050218,0.002347,0.145593,5.737697,0.990803,14.563699,0.007369,0.801628,1.0,0.0,512.0,512.0,1.0,477.649414,1.865818
dataset\real_512\000000011615.png,0,7.463008,0.499108,0.25937,0.349954,-0.846121,2797.826818,93.751318,24939.21398,0.106926,0.022901,3.047917,0.00419,7.993759,0.941885,0.044699,0.013415,0.0002,0.987723,0.019882,6.088946,1.337776,0.853142,0.069818,4.74977,0.05924,0.003183,0.222085,5.606663,0.905238,43.499434,0.04095,0.706413,1.0,0.0,512.0,512.0,1.0,381.140625,1.488831
dataset\real_512\000000011760.png,0,7.574469,0.343153,0.194365,0.391586,-0.445662,5801.7884,161.519396,19115.629037,0.307411,0.085218,2.797482,0.01823,7.993646,0.883602,0.055933,0.060465,0.0017,1.004743,0.009832,6.882637,1.88223,0.670557,0.030259,6.425519,0.081966,0.006026,0.265619,5.942047,0.95497,25.220057,0.077679,0.914864,1.0,0.0,512.0,512.0,1.0,629.300781,2.458206
dataset\real_512\000000011699.png,0,7.677232,0.347943,0.261677,0.768991,-0.439102,1702.737436,72.000149,14387.245513,0.097424,0.024219,3.149466,0.005682,7.993799,0.948051,0.037847,0.014103,0.000352,0.991624,0.022362,6.624859,1.360616,0.812298,0.050908,4.424648,0.044964,0.003306,0.418906,6.113958,0.777238,74.964449,0.118639,0.805378,1.0,0.0,512.0,512.0,1.0,443.254883,1.731464
dataset\real_512\000000011813.png,0,7.770792,0.476173,0.306475,0.076854,-1.433438,259.177969,49.518402,8659.250577,0.040844,0.006427,4.385352,0.000205,7.991412,0.978632,0.018831,0.002538,1.1e-05,0.982105,0.049848,5.752839,1.040089,0.856099,0.051935,3.487514,0.022659,0.000983,0.171348,5.896921,0.984212,19.992246,0.032486,0.669975,1.0,0.0,512.0,512.0,1.0,297.579102,1.162418
dataset\real_512\000000012062.png,0,7.697216,0.558337,0.210402,-0.240775,-0.682461,1626.118346,100.700734,7791.692208,0.229599,0.013211,3.206103,0.002136,7.993506,0.977893,0.013901,0.008206,0.001016,0.998978,0.010508,6.816817,0.878431,0.75122,0.033876,6.053631,0.045953,0.00136,0.083349,5.931556,0.987754,12.321767,0.024021,0.91674,1.0,0.0,512.0,512.0,1.0,530.582031,2.072586
dataset\real_512\000000012120.png,0,6.715133,0.379104,0.159999,0.457511,2.398816,2453.421809,88.284058,22035.539905,0.10767,0.045628,3.165098,0.006123,7.993598,0.924545,0.048454,0.027001,0.000138,0.986957,0.004916,6.406544,0.953554,0.869167,0.184578,4.748626,0.058334,0.003596,0.61982,4.629472,0.539841,85.96585,0.325549,0.681694,1.0,0.0,512.0,512.0,1.0,434.15625,1.695923
dataset\real_512\000000012639.png,0,7.485485,0.512524,0.204895,-0.415175,-0.845548,2532.758644,95.762536,8843.614585,0.194054,0.01669,2.672217,0.005355,7.993879,0.972417,0.016478,0.011105,0.00024,0.997274,0.018957,6.914121,0.916667,0.789321,0.06824,5.685753,0.050957,0.001708,0.243994,6.09408,0.880183,40.573993,0.099386,0.885693,1.0,0.0,512.0,512.0,1.0,560.473633,2.18935
